PatternConfig Name,Benchmark,Profiler,MemCellType,Cache Level,Design Target,Capacity,Word Width (bits),Optimization Target,Total Reads,Total Writes,Total Read Latency (ms),Total Write Latency (ms),Total Latency (ms),Total Read Energy (mJ),Total Write Energy (mJ),Total Energy (mJ),Total Dynamic Read Power (mW),Total Dynamic Write Power (mW),Total Power (mW),Read Bandwidth Usage (%),Write Bandwidth Usage (%),Cache Hit Latency (ns),Cache Miss Latency (ns),Cache Write Latency (ns),Cache Hit Energy (nJ),Cache Miss Energy (nJ),Cache Write Energy (nJ),Leakage Power (mW),Total Area (mm^2)
memsyspatternconfig_test_sniper,core_0,sniper,Single-Level Cell FeFET,,cache,128KB,128,WriteEDP,1216,628,0.0212439850523374,0.8506379808533969,0.8718819659057344,9.220827190838177e-06,3.142967058724904e-06,1.236379424956308e-05,0,0,2.82755339569514,0.0,0.0,17.470382444356463,16.80358243148742,1354.5190777920334,0.0075829170977287,0.0075829170977287,0.0050047246158039,2.82755339569514,0.0375728241437929
